2023-05-02 13:31:48,306 INFO    StreamThr :44605 [internal.py:wandb_internal():87] W&B internal server running at pid: 44605, started at: 2023-05-02 13:31:48.305716
2023-05-02 13:31:48,307 DEBUG   HandlerThread:44605 [handler.py:handle_request():144] handle_request: status
2023-05-02 13:31:48,308 INFO    WriterThread:44605 [datastore.py:open_for_write():85] open: /home/developer/Desktop/CIFAR-10-Paralel/Training/scripts/wandb/run-20230502_133148-fgg0fy1p/run-fgg0fy1p.wandb
2023-05-02 13:31:48,309 DEBUG   SenderThread:44605 [sender.py:send():336] send: header
2023-05-02 13:31:48,309 DEBUG   SenderThread:44605 [sender.py:send():336] send: run
2023-05-02 13:31:48,841 INFO    SenderThread:44605 [dir_watcher.py:__init__():219] watching files in: /home/developer/Desktop/CIFAR-10-Paralel/Training/scripts/wandb/run-20230502_133148-fgg0fy1p/files
2023-05-02 13:31:48,841 INFO    SenderThread:44605 [sender.py:_start_run_threads():1078] run started: fgg0fy1p with start time 1683027108.3049
2023-05-02 13:31:48,841 DEBUG   SenderThread:44605 [sender.py:send_request():363] send_request: summary_record
2023-05-02 13:31:48,841 INFO    SenderThread:44605 [sender.py:_save_file():1332] saving file wandb-summary.json with policy end
2023-05-02 13:31:48,845 DEBUG   HandlerThread:44605 [handler.py:handle_request():144] handle_request: check_version
2023-05-02 13:31:48,845 DEBUG   SenderThread:44605 [sender.py:send_request():363] send_request: check_version
2023-05-02 13:31:48,911 DEBUG   HandlerThread:44605 [handler.py:handle_request():144] handle_request: run_start
2023-05-02 13:31:48,915 DEBUG   HandlerThread:44605 [system_info.py:__init__():31] System info init
2023-05-02 13:31:48,915 DEBUG   HandlerThread:44605 [system_info.py:__init__():46] System info init done
2023-05-02 13:31:48,915 INFO    HandlerThread:44605 [system_monitor.py:start():183] Starting system monitor
2023-05-02 13:31:48,915 INFO    SystemMonitor:44605 [system_monitor.py:_start():147] Starting system asset monitoring threads
2023-05-02 13:31:48,915 INFO    HandlerThread:44605 [system_monitor.py:probe():204] Collecting system info
2023-05-02 13:31:48,916 INFO    SystemMonitor:44605 [interfaces.py:start():187] Started cpu monitoring
2023-05-02 13:31:48,916 INFO    SystemMonitor:44605 [interfaces.py:start():187] Started disk monitoring
2023-05-02 13:31:48,917 INFO    SystemMonitor:44605 [interfaces.py:start():187] Started gpu monitoring
2023-05-02 13:31:48,917 INFO    SystemMonitor:44605 [interfaces.py:start():187] Started memory monitoring
2023-05-02 13:31:48,918 INFO    SystemMonitor:44605 [interfaces.py:start():187] Started network monitoring
2023-05-02 13:31:48,925 DEBUG   HandlerThread:44605 [system_info.py:probe():195] Probing system
2023-05-02 13:31:48,929 DEBUG   HandlerThread:44605 [git.py:repo():40] git repository is invalid
2023-05-02 13:31:48,930 DEBUG   HandlerThread:44605 [system_info.py:probe():240] Probing system done
2023-05-02 13:31:48,930 DEBUG   HandlerThread:44605 [system_monitor.py:probe():213] {'os': 'Linux-6.1.25-1-MANJARO-x86_64-with-glibc2.37', 'python': '3.9.0', 'heartbeatAt': '2023-05-02T11:31:48.925619', 'startedAt': '2023-05-02T11:31:48.300863', 'docker': None, 'cuda': None, 'args': ('../Configs/pgd.json',), 'state': 'running', 'program': '/home/developer/Desktop/CIFAR-10-Paralel/Training/scripts/train.py', 'codePath': 'train.py', 'host': 'developer-systemproductname', 'username': 'developer', 'executable': '/home/developer/anaconda3/envs/pytorch/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4303.703875, 'min': 1400.0, 'max': 3800.0}, 'cpu_freq_per_core': [{'current': 4494.559, 'min': 1400.0, 'max': 3800.0}, {'current': 4476.04, 'min': 1400.0, 'max': 3800.0}, {'current': 4487.392, 'min': 1400.0, 'max': 3800.0}, {'current': 4495.916, 'min': 1400.0, 'max': 3800.0}, {'current': 4495.913, 'min': 1400.0, 'max': 3800.0}, {'current': 4495.972, 'min': 1400.0, 'max': 3800.0}, {'current': 4498.698, 'min': 1400.0, 'max': 3800.0}, {'current': 4495.923, 'min': 1400.0, 'max': 3800.0}, {'current': 4494.214, 'min': 1400.0, 'max': 3800.0}, {'current': 4495.923, 'min': 1400.0, 'max': 3800.0}, {'current': 4485.669, 'min': 1400.0, 'max': 3800.0}, {'current': 4494.905, 'min': 1400.0, 'max': 3800.0}, {'current': 4488.605, 'min': 1400.0, 'max': 3800.0}, {'current': 4481.354, 'min': 1400.0, 'max': 3800.0}, {'current': 4495.915, 'min': 1400.0, 'max': 3800.0}, {'current': 4496.3, 'min': 1400.0, 'max': 3800.0}], 'disk': {'total': 233.37541961669922, 'used': 84.06155014038086}, 'gpu': 'NVIDIA GeForce RTX 3070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3070', 'memory_total': 8589934592}], 'memory': {'total': 15.417495727539062}}
2023-05-02 13:31:48,930 INFO    HandlerThread:44605 [system_monitor.py:probe():214] Finished collecting system info
2023-05-02 13:31:48,930 INFO    HandlerThread:44605 [system_monitor.py:probe():217] Publishing system info
2023-05-02 13:31:48,930 DEBUG   HandlerThread:44605 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-05-02 13:31:48,930 DEBUG   HandlerThread:44605 [system_info.py:_save_pip():67] Saving pip packages done
